word,phonetic,translation,level,example,partOfSpeech,definition,synonyms,antonyms
solid,/ˈsɒl.ɪd/,坚硬的,B1,solid ground,"adjective, noun","hard or firm, keeping a clear shape:",,
slightly,/ˈslaɪt.li/,轻微地 ,B1,She's slightly taller than her sister.,adverb,a little:,,
some,/sʌm/,一些,B1,There's some cake in the kitchen if you'd like it.,"determiner, pronoun",an amount or number of something that is not stated or not known; a part of something:,,
slope,/sləʊp/,坡,B1,The roof is at a slope (= at an angle to a horizontal surface) of 30°.,"noun, verb",a surface that lies at an angle to the horizontal so that some points on it are higher than others:,,
slip,/slɪp/,滑 ,B1,She slipped on the ice.,verb,to slide without intending to:,,
slowly,/ˈsləʊ.li/,慢慢地 ,B1,Could you please speak more slowly?,adverb,at a slow speed:,,
slow,/sləʊ/,慢的 ,B1,a slow runner/driver/reader,adjective,"moving, happening, or doing something without much speed:",,
smartphone,/ˈsmɑːt.fəʊn/,手机 ,B1,Many smartphone owners use their device to access GPS navigation functions.,noun,a mobile phone that can be used as a small computer and that connects to the internet:,,
small,/smɔːl/,小的,B1,a small dog/house/car/country,adjective,little in size or amount when compared with what is typical or average:,,
smart,/smɑːt/,聪明的 ,B1,"Guy looks very smart in his new suit, doesn't he?",adjective,"having a clean, tidy, and stylish appearance:",,
smile,/smaɪl/,微笑 ,B1,Amy had a big/broad smile on her face.,"verb, noun","a happy or friendly expression on the face in which the ends of the mouth curve up slightly, often with the lips moving apart so that the teeth can be seen:",,
smell,/smel/,闻,B1,My hands smell of onions.,"verb, noun",to have a particular quality that others can notice with their noses:,,
smoking,/ˈsməʊ.kɪŋ/,吸烟,B1,Smoking is not permitted anywhere in this theatre.,noun,"the action of smoking a cigarette, pipe, etc., or the activity of doing this regularly:",,
smoke,/sməʊk/,抽烟 ,B1,Her clothes smelled of cigarette smoke.,"noun, verb","the grey, black, or white mixture of gas and very small pieces of carbon that is produced when something burns:",,
snake,/sneɪk/,蛇 ,B1,He's terrified of being bitten by a snake.,noun,a reptile with a long body and no legs:,,
somebody,/ˈsʌm.bə.di/,有人 ,B1,I’d rather take care of my own kids than let somebody I don’t know raise them.,pronoun,someone,,
smooth,/smuːð/,光滑的 ,B1,a smooth surface/texture/consistency,adjective,"having a surface or consisting of a substance that is perfectly regular and has no holes, lumps, or areas that rise or fall suddenly:",,
snow,/snəʊ/,雪,B1,Outside the snow began to fall.,"noun, verb","the small, soft, white pieces of ice that sometimes fall from the sky when it is cold, or the white layer on the ground and other surfaces that it forms:",,
someone,/ˈsʌm.wʌn/,有人 ,B1,There's someone outside the house.,pronoun,used to refer to a single person when you do not know who they are or when it is not important who they are:,,
something,/ˈsʌm.θɪŋ/,某物,B1,There's something sharp in my shoe.,pronoun,"an object, situation, quality, or action that is not exactly known or stated:",,
sometimes,/ˈsʌm.taɪmz/,有时 ,B1,Sometimes we take food with us and sometimes we buy food when we're there.,adverb,on some occasions but not always or often:,,
somewhat,/ˈsʌm.wɒt/,有些 ,B1,The resort has changed somewhat over the last few years.,adverb,to some degree:,,
somewhere,/ˈsʌm.weər/,某处,B1,He was last heard of living somewhere on the south coast of France.,"adverb, pronoun",in or at a place having a position that is not stated or not known:,,
son,/sʌn/,儿子 ,B1,This is our son Raja.,noun,your male child:,,
song,/sɒŋ/,歌曲 ,B1,to sing a song,noun,a usually short piece of music with words that are sung:,,
soon,/suːn/,很快,B1,She'll soon be here./She'll be here soon.,adverb,in or within a short time; before long; quickly:,,
soul,/səʊl/,灵魂,B1,"She suffered greatly while she was alive, so let us hope her soul is now at peace.",noun,"the spiritual part of a person that some people believe continues to exist in some form after their body has died, or the part of a person that is not physical and experiences deep feelings and emotions:",,
sorry,/ˈsɒr.i/,对不起 ,B1,"Oh, I'm sorry - I didn't see you there.","adjective, exclam.","used to say that you wish you had not done what you have done, especially when you want to be polite to someone you have done something bad to:",,
sort,/sɔːt/,种类 ,B1,We both like the same sort of music.,noun,a group of things that are of the same type or that share similar qualities:,,
soup,/suːp/,汤 ,B1,chicken/oxtail/fish/tomato soup,noun,"a usually hot, liquid food made from vegetables, meat, or fish:",primordial soup,
source,/sɔːs/,来源,B1,a source of heat/energy/light,noun,"the place something comes from or starts at, or the cause of something:",,
sound,/saʊnd/,声音 ,B1,They could hear the sound of a bell tolling in the distance.,"noun, verb",something that you can hear or that can be heard:,,
southern,/ˈsʌð.ən/,南部 ,B1,a southern route,adjective,in or from the south part of an area:,,
south,/saʊθ/,南 ,B1,"The points of the compass are north, south, east, and west.","noun, adjective, adverb","the direction that goes towards the part of the earth below the equator, opposite to the north, or the part of an area or country that is in this direction:",,
space,/speɪs/,空间,B1,Is there any space for my clothes in that cupboard?,noun,an empty area that is available to be used:,,
speak,/spiːk/,说话 ,B1,"Would you mind speaking more slowly, please?",verb,"to say words, to use the voice, or to have a conversation with someone:",,
speaker,/ˈspiː.kər/,扬声器 ,B1,"He is a clever man, and an entertaining and engaging public speaker.",noun,a person who gives a speech at a public event:,,
species,/ˈspiː.ʃiːz/,物种 ,B1,Mountain gorillas are an endangered species.,noun,a set of animals or plants in which the members have similar characteristics to each other and can breed with each other:,,
specifically,/spəˈsɪf.ɪ.kəl.i/,具体来说 ,B1,These jeans are designed specifically for women.,adverb,"for a particular reason, purpose, etc.:",,
specialist,/ˈspeʃ.əl.ɪst/,专家 ,B1,a software specialist,"noun, adjective","someone who has a lot of experience, knowledge, or skill in a particular subject:",specialized,
specific,/spəˈsɪf.ɪk/,具体的,B1,The virus attacks specific cells in the brain.,adjective,relating to one thing and not others; particular:,,
special,/ˈspeʃ.əl/,特别的,B1,The car has a number of special safety features.,adjective,not ordinary or usual:,special constable,
speech,/spiːtʃ/,演讲 ,B1,Children usually develop speech in the second year of life.,noun,"the ability to talk, the activity of talking, or a piece of spoken language:",,
spending,/ˈspen.dɪŋ/,开支 ,B1,government spending on health,noun,"the money that is used for a particular purpose, especially by a government or organization:",,
spelling,/ˈspel.ɪŋ/,拼写 ,B1,He's hopeless at spelling.,noun,"forming words with the correct letters in the correct order, or the ability to do this:",,
spell,/spel/,拼写 ,B1,How do you spell receive?,verb,to form a word or words with the letters in the correct order:,,
spicy,/ˈspaɪ.si/,辛辣的 ,B1,Do you like spicy food?,adjective,containing strong flavours from spices:,,
speed,/spiːd/,速度,B1,He was travelling at a speed of 90 mph.,noun,how fast something moves:,,
spider,/ˈspaɪ.dər/,蜘蛛,B1,We watched the spider spin its web.,noun,a small creature with eight thin legs that catches insects in a web (= a net made from sticky threads):,,
spend,/spend/,花费,B1,How much did you spend?,verb,to give money as a payment for something:,,
spiritual,/ˈspɪr.ɪ.tʃu.əl/,精神 ,B1,Traditional ways of life fulfilled both economic and spiritual needs.,adjective,"relating to deep feelings and beliefs, especially religious beliefs:",,
spoken,/ˈspəʊ.kən/,说 ,B1,The library holds recordings of the spoken word as well as music.,adjective,past participle of speak,,
spirit,/ˈspɪr.ɪt/,精神 ,B1,The players have a very strong team spirit (= loyalty to each other).,noun,"a particular way of thinking, feeling, or behaving, especially a way that is typical of a particular group of people, an activity, a time, or a place:",,
spoon,/spuːn/,勺子,B1,a soup spoon,noun,"an object consisting of a round, hollow part and a handle, used for mixing, serving, and eating food",,
split,/splɪt/,分裂,B1,The prize was split between Susan and Kate.,"verb, noun","to (cause to) divide into two or more parts, especially along a particular line:",,
sport,/spɔːt/,运动 ,B1,"Football, basketball, and hockey are all team sports.",noun,"a game, competition, or activity needing physical effort and skill that is played or done according to rules, for enjoyment and/or as a job:",,
sponsor,/ˈspɒn.sər/,赞助 ,B1,The participants' employers sponsor them for the six-month training program.,"verb, noun",(of a business or other organization) to pay for someone to do something or for something to happen:,godparent,
spot,/spɒt/,点 ,B1,He had a spot of grease on his tie.,noun,"a small, usually round area of colour that is differently coloured or lighter or darker than the surface around it:",,
stable,/ˈsteɪ.bəl/,稳定的,B1,"If the foundations of the house aren't stable, collapse is possible.",adjective,firmly fixed or not likely to move or change:,,
spring,/sprɪŋ/,春天 ,B1,Many bulbs bloom in (the) spring.,noun,"the season of the year between winter and summer, lasting from March to June north of the equator, and from September to December south of the equator, when the weather becomes warmer, leaves and plants start to grow again and flowers appear:",,
status,/ˈsteɪ.təs/,地位 ,B1,The association works to promote the status of retired people as useful members of the community.,noun,"an accepted or official position, especially in a social group:",,
spread,/spred/,传播,B1,The fire spread very rapidly because of the strong wind.,verb,"to cover or reach a wider or increasing area, or to make something do this:",,
square,/skweər/,正方形 ,B1,First draw a square.,"adjective, noun",a flat shape with four sides of equal length and four angles of 90°:,,
stay,/steɪ/,停留 ,B1,They need an assistant who is willing to stay for six months.,verb,to not move away from or leave a place or situation:,,
steal,/stiːl/,偷 ,B1,She admitted stealing the money from her employers.,verb,to take something without the permission or knowledge of the owner and keep it:,,
steady,/ˈsted.i/,稳定的,B1,The procession moved through the streets at a steady pace.,adjective,"happening in a smooth, gradual, and regular way, not suddenly or unexpectedly:",,
steel,/stiːl/,钢 ,B1,steel girders/rods/struts,noun,"a strong metal that is a mixture of iron and carbon, used for making things that need a strong structure, especially vehicles and buildings:",,
